id,NAME,host id,host_identity_verified,host name,neighbourhood group,neighbourhood,lat,long,instant_bookable,cancellation_policy,room type,Construction year,price,service fee,minimum nights,number of reviews,last review,reviews per month,review rate number,calculated host listings count,availability 365,total_cost
5345728,COLUMBIA PRESBYTERIAN MED CTR * 2 Bedroom Apt*,95638582894,unconfirmed,Juliana,Manhattan,Washington Heights,40.84245,-73.93918,False,strict,Entire home/apt,2004.0,95.0,19.0,30.0,8.0,2019-06-17 00:00:00,0.17,2.0,34.0,228.0,114.0
5346280,Charming Private Room,71987329334,unconfirmed,Lilian,Manhattan,Washington Heights,40.83741,-73.93928,False,strict,Private room,2005.0,791.0,158.0,2.0,36.0,2019-06-22 00:00:00,0.74,3.0,2.0,220.0,949.0
5346832,Boarding Room-style mini apartment/Harlem Oasis,88765206754,verified,Kiela,Manhattan,Harlem,40.80991,-73.94058,False,flexible,Entire home/apt,2020.0,90.0,18.0,2.0,18.0,2019-02-06 00:00:00,0.38,5.0,1.0,189.0,108.0
5347385,Park Slope Bedroom,94376362055,verified,Ryan,Brooklyn,Gowanus,40.67092,-73.98997,True,flexible,Private room,2014.0,432.0,86.0,1.0,0.0,Unknown,0.0,2.0,1.0,169.0,518.0
5347937,Beautiful 1BR in West Harlem!,86414848681,verified,D,Manhattan,Morningside Heights,40.81134,-73.95531,False,flexible,Entire home/apt,2011.0,906.0,181.0,5.0,87.0,2019-05-25 00:00:00,1.7,5.0,1.0,398.0,1087.0
5348489,Cozy Room in Brooklyn Brownstone,85115847224,unconfirmed,Mitra,Brooklyn,Bedford-Stuyvesant,40.6825,-73.94709,True,flexible,Private room,2011.0,1056.0,211.0,1.0,0.0,Unknown,0.0,4.0,1.0,285.0,1267.0
5349042,Delightful Brooklyn digs!,68355062548,verified,Charlotte,Brooklyn,Williamsburg,40.70532,-73.93868,True,moderate,Private room,2015.0,482.0,96.0,5.0,0.0,Unknown,0.0,2.0,1.0,258.0,578.0
5349594,Large Room in Washington Heights,31088307957,verified,Erlingur,Manhattan,Washington Heights,40.83413,-73.94297,True,strict,Private room,2013.0,989.0,198.0,1.0,0.0,Unknown,0.0,5.0,1.0,89.0,1187.0
5350146,Perfect 1BD in East Village,53946245244,verified,Kate,Manhattan,East Village,40.7254,-73.98854,True,strict,Private room,2010.0,323.0,65.0,3.0,2.0,2016-03-01 00:00:00,0.04,5.0,1.0,333.0,388.0
5350699,Beautiful Studio Steps from the Met,69027302396,unconfirmed,Brittany,Manhattan,Upper East Side,40.77793,-73.9602,False,strict,Entire home/apt,2007.0,481.0,96.0,5.0,2.0,2015-05-10 00:00:00,0.04,4.0,1.0,178.0,577.0
5351251,Newly renovated historic brownstone,19512428796,verified,Loli,Brooklyn,Bedford-Stuyvesant,40.68242,-73.94774,True,flexible,Private room,2015.0,1169.0,234.0,2.0,280.0,2019-05-07 00:00:00,5.51,2.0,2.0,164.0,1403.0
5351803,1 bedroom in 3 bedroom apartment,18412329307,unconfirmed,Ana,Brooklyn,Bedford-Stuyvesant,40.68568,-73.95237,False,moderate,Private room,2017.0,1086.0,217.0,3.0,1.0,2017-12-31 00:00:00,0.05,2.0,1.0,333.0,1303.0
5352355,"Beautiful, Bright Private-Room in West Harlem!",44317841841,verified,Marina,Manhattan,Harlem,40.82875,-73.94371,False,flexible,Private room,2004.0,350.0,70.0,2.0,0.0,Unknown,0.0,3.0,1.0,390.0,420.0
5352908,Very private & large room Wburg BK,46372840181,unconfirmed,Arthur,Brooklyn,Williamsburg,40.71192,-73.94161,False,strict,Private room,2020.0,85.0,17.0,2.0,4.0,2015-08-29 00:00:00,0.08,5.0,1.0,198.0,102.0
5353460,Charming Brownstone apartment in Brooklyn,43858953496,verified,Poppy,Brooklyn,Bedford-Stuyvesant,40.68245,-73.91951,True,moderate,Entire home/apt,2015.0,817.0,163.0,3.0,106.0,2019-05-07 00:00:00,2.28,2.0,1.0,81.0,980.0
5354012,Spacious & Trendy Uptown Apartment,1499680854,unconfirmed,Chris,Manhattan,Washington Heights,40.84305,-73.94045,False,flexible,Entire home/apt,2004.0,662.0,132.0,2.0,10.0,2016-06-29 00:00:00,0.21,2.0,1.0,425.0,794.0
5354565,Private Bedroom near Time Square,43422104005,unconfirmed,Tianhui,Manhattan,Theater District,40.76257,-73.98574,True,flexible,Private room,2017.0,200.0,40.0,1.0,1.0,2015-02-08 00:00:00,0.02,3.0,1.0,207.0,240.0
5355117,Charming Room in West Village Apartment,8925083721,unconfirmed,Irene,Manhattan,West Village,40.73261,-74.00116,True,moderate,Private room,2019.0,1025.0,205.0,3.0,129.0,2019-06-14 00:00:00,2.52,3.0,1.0,295.0,1230.0
5355669,COLUMBIA PRESBYTERIAN MED CTR *AURA* Studio Apt,55223950875,unconfirmed,Juliana,Manhattan,Washington Heights,40.84035,-73.94089,True,flexible,Entire home/apt,2011.0,812.0,162.0,30.0,11.0,2019-05-25 00:00:00,0.25,2.0,34.0,295.0,974.0
5356222,Spacious Room in East Village/NoHo,70389471026,verified,Sne,Manhattan,East Village,40.72816,-73.98843,True,moderate,Private room,2010.0,745.0,149.0,2.0,396.0,2019-06-23 00:00:00,7.71,4.0,1.0,84.0,894.0
5356774,Big & Bright w Terrace near park!,71217612230,unconfirmed,Vanessa & Martin,Brooklyn,Prospect Heights,40.67554,-73.96384,False,moderate,Entire home/apt,2015.0,831.0,166.0,3.0,29.0,2019-04-06 00:00:00,0.58,4.0,1.0,6.0,997.0
5357326,Harlem 2bdr apt,17133613124,verified,Pepper,Manhattan,East Harlem,40.8124,-73.9347,False,strict,Entire home/apt,2020.0,771.0,154.0,2.0,0.0,Unknown,0.0,1.0,1.0,344.0,925.0
5357878,In The Middle of It All!,68942438518,verified,Mark,Brooklyn,Boerum Hill,40.68686,-73.98231,True,strict,Entire home/apt,2010.0,129.0,26.0,10.0,2.0,2015-12-10 00:00:00,0.04,2.0,1.0,361.0,155.0
5358431,Spacious Studio,27354393355,unconfirmed,Mo,Manhattan,Washington Heights,40.85882,-73.92897,False,strict,Entire home/apt,2008.0,277.0,55.0,4.0,38.0,2019-06-30 00:00:00,0.79,5.0,1.0,73.0,332.0
5358983,Big Room in Central BK Neighborhood,80479082202,unconfirmed,Clara,Brooklyn,Bedford-Stuyvesant,40.68915,-73.95116,False,moderate,Private room,2008.0,323.0,65.0,1.0,11.0,2017-08-10 00:00:00,0.32,2.0,1.0,222.0,388.0
5359535,HEART of Manhattan,61300142480,verified,Margaret,Manhattan,Murray Hill,40.74725,-73.97431,True,strict,Entire home/apt,2020.0,405.0,81.0,30.0,12.0,2017-05-30 00:00:00,0.25,5.0,1.0,28.0,486.0
5360088,Cozy 1 BR - Prospect Heights,42016827719,unconfirmed,Meg,Brooklyn,Crown Heights,40.67652,-73.96147,False,flexible,Entire home/apt,2007.0,659.0,132.0,2.0,3.0,2016-10-27 00:00:00,0.09,3.0,1.0,120.0,791.0
5360640,Family summer on the Hudson - 1 wk. min. 8/16-9/4,56732224790,unconfirmed,Amy,Manhattan,Battery Park City,40.71111,-74.01567,True,strict,Entire home/apt,2005.0,393.0,79.0,7.0,0.0,Unknown,0.0,5.0,1.0,197.0,472.0
5361192,Beach Lovers Dream!,44319393135,verified,Monika,Queens,Arverne,40.58921,-73.79479,False,flexible,Entire home/apt,2017.0,451.0,90.0,2.0,150.0,2019-11-06 00:00:00,3.0,1.0,1.0,292.0,541.0
5361745,Entire floor. Private bathroom. Great location.,4158216523,verified,Elena,Manhattan,Upper East Side,40.78234,-73.94907,False,flexible,Private room,2015.0,1001.0,200.0,4.0,191.0,2019-06-20 00:00:00,3.75,4.0,3.0,228.0,1201.0
5362297,Perfect Private Room for 1 or 2 per,36330739893,verified,William,Queens,Kew Gardens,40.70664,-73.83395,True,strict,Private room,2005.0,592.0,118.0,1.0,0.0,Unknown,0.0,2.0,3.0,283.0,710.0
5362849,Private room in queens New York,6949905424,unconfirmed,William,Queens,Kew Gardens,40.7064,-73.83327,False,flexible,Private room,2005.0,672.0,134.0,1.0,0.0,Unknown,0.0,1.0,3.0,27.0,806.0
5363401,Partially Furnished 3BR - UES,49565718688,unconfirmed,David,Manhattan,Upper East Side,40.77727,-73.95089,False,moderate,Entire home/apt,2008.0,806.0,161.0,2.0,0.0,Unknown,0.0,5.0,1.0,396.0,967.0
5363954,3 Bedroom Apartment - Greenwich Vlg,16263081128,unconfirmed,Matt,Manhattan,Greenwich Village,40.72966,-73.99787,True,strict,Entire home/apt,2014.0,861.0,172.0,4.0,1.0,2015-08-22 00:00:00,0.02,3.0,1.0,397.0,1033.0
5364506,Private Garden View â€” Eco Home â€” 3 Min to Subway!,62028027871,unconfirmed,Ksenia & Masha,Brooklyn,Bedford-Stuyvesant,40.67815,-73.91518,False,flexible,Private room,2017.0,732.0,146.0,3.0,101.0,2019-06-24 00:00:00,2.01,3.0,6.0,326.0,878.0
5365058,Oversized 1BR~Union square~Sleeps 4~Best Value,38387929259,unconfirmed,Host,Manhattan,Gramercy,40.73342,-73.98545,False,flexible,Entire home/apt,2019.0,96.0,19.0,30.0,10.0,2019-11-04 00:00:00,0.21,1.0,39.0,41.0,115.0
5365611,Homey Room w/ Lots of Sunlight!,91164951586,verified,Gabriela,Manhattan,Washington Heights,40.84411,-73.93764,True,strict,Private room,2013.0,1099.0,220.0,2.0,3.0,2016-07-05 00:00:00,0.07,2.0,1.0,230.0,1319.0
5366163,Loft in South Park Slope (Brooklyn),25678473026,unconfirmed,John,Brooklyn,Sunset Park,40.66124,-73.99449,False,flexible,Entire home/apt,2019.0,1130.0,226.0,30.0,8.0,2018-11-11 00:00:00,0.81,1.0,2.0,172.0,1356.0
5366715,A Charming & Spacious Flat in NYC,40122372686,unconfirmed,Omri,Manhattan,East Harlem,40.79816,-73.94111,False,strict,Entire home/apt,2018.0,202.0,40.0,4.0,14.0,2019-01-06 00:00:00,0.28,2.0,1.0,303.0,242.0
5367268,"Bright, Clean 1 Bd 2 Blks to Trains",92754388812,unconfirmed,Collin,Queens,Astoria,40.75673,-73.9253,True,moderate,Entire home/apt,2008.0,784.0,157.0,3.0,3.0,2015-11-06 00:00:00,0.06,1.0,1.0,239.0,941.0
5367820,Cozy Brooklyn Apartment,16070520611,unconfirmed,Alina,Brooklyn,Greenpoint,40.73629,-73.95208,True,moderate,Entire home/apt,2005.0,377.0,75.0,1.0,27.0,2015-05-10 00:00:00,0.53,3.0,1.0,409.0,452.0
5368372,"Sunny, Spacious, Perfect Location!",51679617097,unconfirmed,Pete,Brooklyn,Carroll Gardens,40.68051,-73.99743,False,flexible,Entire home/apt,2021.0,255.0,51.0,4.0,6.0,2017-05-03 00:00:00,0.12,3.0,1.0,117.0,306.0
5368924,Central Park W Pristine Apartment,29439203827,verified,Lori,Manhattan,Upper West Side,40.78826,-73.96767,True,moderate,Entire home/apt,2022.0,409.0,82.0,1.0,19.0,2019-11-06 00:00:00,0.38,1.0,1.0,313.0,491.0
5369477,Beautifully renovated brownstone,47855045526,unconfirmed,Amy,Brooklyn,Park Slope,40.66955,-73.98174,True,moderate,Entire home/apt,2006.0,123.0,25.0,3.0,0.0,Unknown,0.0,4.0,2.0,346.0,148.0
5370029,2 large rooms in sunny brownstone,7578312243,verified,Ame,Brooklyn,Park Slope,40.67975,-73.97666,False,moderate,Private room,2019.0,501.0,100.0,2.0,9.0,2017-05-21 00:00:00,0.2,3.0,3.0,169.0,601.0
5370581,Private Room in 3BD Apt with a queen bed,28343960561,verified,David,Brooklyn,Bedford-Stuyvesant,40.68669,-73.93452,False,moderate,Private room,2010.0,830.0,166.0,3.0,51.0,2019-06-19 00:00:00,1.0,2.0,1.0,196.0,996.0
5371134,Big Manhattan Apartment 3 bedrooms big Living Room,30252030739,unconfirmed,Jango,Manhattan,Lower East Side,40.7208,-73.9867,True,flexible,Entire home/apt,2018.0,676.0,135.0,3.0,138.0,2019-08-06 00:00:00,2.87,1.0,1.0,85.0,811.0
5371686,Cute One-Bedroom on treelined block,89328131536,verified,Jaclyn,Brooklyn,Greenpoint,40.72661,-73.95153,True,flexible,Entire home/apt,2006.0,1177.0,235.0,2.0,3.0,2019-06-16 00:00:00,0.06,5.0,1.0,345.0,1412.0
5372238,Sunny Apt near Park and Subways in Windsor Terr,66849617679,unconfirmed,Sarah,Brooklyn,Windsor Terrace,40.65888,-73.98013,True,flexible,Entire home/apt,2003.0,389.0,78.0,5.0,83.0,2018-12-26 00:00:00,1.63,1.0,1.0,335.0,467.0
5372791,Garden House in the East Bronx,46947489836,unconfirmed,Eric,Bronx,Clason Point,40.8115,-73.85607,True,moderate,Entire home/apt,2009.0,591.0,118.0,2.0,95.0,2019-06-23 00:00:00,1.91,5.0,1.0,242.0,709.0
5373343,Urban sanctuary near Bedford L!,31884077515,verified,Maria,Brooklyn,Williamsburg,40.71462,-73.96309,True,moderate,Entire home/apt,2008.0,870.0,174.0,8.0,39.0,2019-01-01 00:00:00,0.77,5.0,1.0,190.0,1044.0
5373895,Spacious Family Apt Block from Park,14850723565,unconfirmed,Jesse,Manhattan,Upper West Side,40.77684,-73.97979,True,flexible,Entire home/apt,2015.0,418.0,84.0,5.0,2.0,2017-10-18 00:00:00,0.04,5.0,1.0,272.0,502.0
5374447,"Cozy, Entire Apt, Close to L train",14321988176,verified,Marcel,Brooklyn,Bushwick,40.70069,-73.91114,False,moderate,Entire home/apt,2012.0,766.0,153.0,5.0,8.0,2017-08-09 00:00:00,0.16,3.0,1.0,220.0,919.0
5375000,Super cool and sunny apartment in Crown Heights,40751116942,unconfirmed,Charles,Brooklyn,Crown Heights,40.67406,-73.95234,True,moderate,Entire home/apt,2008.0,475.0,95.0,2.0,22.0,2019-06-25 00:00:00,0.49,4.0,1.0,242.0,570.0
5375552,Live in Harlem close to Columbia U!,84197795178,verified,Mekkie,Manhattan,Morningside Heights,40.80465,-73.95827,True,flexible,Private room,2017.0,797.0,159.0,2.0,7.0,2019-07-01 00:00:00,0.15,5.0,2.0,83.0,956.0
5376104,Convenient and cozy space!,56686610754,unconfirmed,Dimitri,Queens,Astoria,40.76602,-73.91742,True,strict,Shared room,2013.0,974.0,195.0,5.0,4.0,2016-08-28 00:00:00,0.08,2.0,1.0,265.0,1169.0
5376657,West wing private room in NYC loft,97453239105,unconfirmed,Jami,Manhattan,Financial District,40.70763,-74.00778,False,strict,Private room,2003.0,117.0,23.0,3.0,24.0,2018-09-08 00:00:00,0.48,3.0,2.0,401.0,140.0
5377209,Home On Kissena Park in Flushing NYC,75405549126,verified,Ann,Queens,Flushing,40.74896,-73.80715,False,flexible,Entire home/apt,2017.0,1131.0,226.0,2.0,74.0,2019-05-28 00:00:00,1.46,3.0,6.0,292.0,1357.0
5377761,A Modern 1 bedroom Apartment in Brooklyn,12293372124,unconfirmed,Sebastian,Brooklyn,Brooklyn Heights,40.69384,-73.99261,False,flexible,Entire home/apt,2004.0,862.0,172.0,7.0,7.0,2018-04-01 00:00:00,0.14,2.0,1.0,379.0,1034.0
5378314,Cozy attic with private bath,11900977546,unconfirmed,Paul & Hana,Queens,Middle Village,40.72399,-73.87088,False,flexible,Private room,2011.0,727.0,145.0,2.0,49.0,2019-08-06 00:00:00,0.96,2.0,1.0,143.0,872.0
5378866,"Chic, Spacious & Quiet UWS Manhattan NYC 1BDR Gem!",46977769111,unconfirmed,Kevin,Manhattan,Upper West Side,40.78866,-73.97878,True,flexible,Entire home/apt,2011.0,1163.0,233.0,3.0,67.0,2019-06-30 00:00:00,1.33,2.0,1.0,38.0,1396.0
5379418,"LES  3 BR Apt, CENTRALLY LOCATED!",89238884634,unconfirmed,Eric,Manhattan,Lower East Side,40.72004,-73.98896,False,flexible,Entire home/apt,2017.0,629.0,126.0,3.0,11.0,2017-02-08 00:00:00,0.22,3.0,1.0,223.0,755.0
5379970,4 bedrooms private house,88242791211,verified,Sharon,Queens,Jamaica Estates,40.72362,-73.791,False,flexible,Entire home/apt,2022.0,437.0,87.0,4.0,38.0,2017-06-28 00:00:00,0.75,4.0,1.0,246.0,524.0
5380523,Single private room near train 1,86858642577,unconfirmed,Naichen,Manhattan,Upper West Side,40.80272,-73.96634,False,moderate,Private room,2018.0,228.0,46.0,1.0,7.0,2015-02-08 00:00:00,0.14,3.0,1.0,38.0,274.0
5381075,"Room in Lic, Queens brick townhouse",61004633642,unconfirmed,Nia,Queens,Long Island City,40.74637,-73.94615,True,moderate,Private room,2009.0,791.0,158.0,2.0,83.0,2019-03-06 00:00:00,1.65,4.0,4.0,297.0,949.0
5381627,Spacious 1BD Red Hook Apartment,97384407160,verified,Rhys,Brooklyn,Red Hook,40.67529,-74.0099,False,moderate,Entire home/apt,2014.0,1145.0,229.0,43.0,0.0,Unknown,0.0,4.0,1.0,281.0,1374.0
5382180,"Historic, Sunny Prospect Park Apt!",27756455898,verified,Kim,Brooklyn,Prospect-Lefferts Gardens,40.6586,-73.96104,True,strict,Private room,2008.0,952.0,190.0,3.0,4.0,2019-01-01 00:00:00,0.22,1.0,1.0,-2.0,1142.0
5382732,One Block From Train - 4/23-4/30,50793681654,verified,Jesseca,Brooklyn,Bedford-Stuyvesant,40.69962,-73.94102,True,strict,Private room,2011.0,680.0,136.0,1.0,0.0,Unknown,0.0,3.0,1.0,184.0,816.0
5383284,2000sq $2 million 3 story townhouse,94532830421,verified,Edwin,Brooklyn,Gowanus,40.684,-73.98859,True,moderate,Entire home/apt,2008.0,877.0,175.0,1.0,183.0,2019-06-30 00:00:00,3.74,5.0,1.0,172.0,1052.0
5383837,Charming 1 Bed Room/ Exposed Brick,70439056200,verified,Courtney,Manhattan,Hell's Kitchen,40.75749,-73.99657,False,flexible,Entire home/apt,2008.0,59.0,12.0,3.0,1.0,2015-04-05 00:00:00,0.02,5.0,1.0,25.0,71.0
5384389,Location Angel Marlie ( only female),75610941527,unconfirmed,Petya,Queens,Jackson Heights,40.75181,-73.89064,True,moderate,Private room,2022.0,1107.0,221.0,25.0,1.0,2018-04-09 00:00:00,0.1,5.0,18.0,204.0,1328.0
5384941,BK Private Room&Bath - comfortable!,51768598996,unconfirmed,Brett,Brooklyn,Williamsburg,40.7168,-73.94073,True,strict,Private room,2020.0,1039.0,208.0,3.0,28.0,2016-02-07 00:00:00,0.56,1.0,1.0,-5.0,1247.0
5385493,Sunny 1 Bedroom in Harlem!,67477061860,verified,Dana,Manhattan,Harlem,40.80386,-73.95369,False,moderate,Entire home/apt,2022.0,470.0,94.0,4.0,9.0,2019-02-01 00:00:00,0.18,3.0,1.0,125.0,564.0
5386046,Cozy 1BD in a cool neighborhood.,23121604361,verified,Silvia,Queens,Long Island City,40.76019,-73.92915,False,strict,Entire home/apt,2005.0,1193.0,239.0,3.0,177.0,2019-06-24 00:00:00,3.66,1.0,1.0,304.0,1432.0
5386598,Manhattan 1BR for $2000/mo Sublet,60001217382,verified,Arlen,Manhattan,Washington Heights,40.83987,-73.94279,False,strict,Entire home/apt,2008.0,521.0,104.0,2.0,1.0,2016-01-11 00:00:00,0.03,1.0,1.0,57.0,625.0
5387150,Sunny Room 15min from Manhattan,96381309533,unconfirmed,Elisabeth,Brooklyn,Williamsburg,40.7058,-73.93803,False,moderate,Private room,2012.0,319.0,64.0,1.0,270.0,2019-01-07 00:00:00,5.29,4.0,2.0,53.0,383.0
5387703,The very heart of Williamsburg,86198861569,unconfirmed,Guillermo,Brooklyn,Williamsburg,40.7186,-73.95951,False,strict,Private room,2011.0,292.0,58.0,5.0,6.0,2016-11-27 00:00:00,0.12,1.0,2.0,118.0,350.0
5388255,Central  Times Square w prvte bath,73411639179,verified,Troy,Manhattan,Theater District,40.75863,-73.98472,False,moderate,Private room,2010.0,403.0,81.0,90.0,163.0,2019-08-06 00:00:00,3.21,3.0,5.0,418.0,484.0
5388807,"Lower East Side, Private 1BD+ for2",49980839781,unconfirmed,Takuya,Manhattan,Lower East Side,40.71724,-73.98546,True,strict,Entire home/apt,2010.0,970.0,194.0,1.0,0.0,Unknown,0.0,2.0,1.0,99.0,1164.0
5389360,Enormous Sunny Room in Prime Clinton Hill Brooklyn,74842842984,verified,Maral,Brooklyn,Clinton Hill,40.69069,-73.96043,False,moderate,Private room,2011.0,866.0,173.0,3.0,2.0,2018-06-25 00:00:00,0.11,2.0,1.0,398.0,1039.0
5389912,1BR 5 minute walk to Times Square,75473579511,unconfirmed,Luke,Manhattan,Hell's Kitchen,40.76017,-73.99198,True,flexible,Entire home/apt,2008.0,624.0,125.0,4.0,30.0,2017-10-24 00:00:00,0.65,2.0,1.0,96.0,749.0
5390464,1 BR UPPER EAST SIDE,31715227544,verified,Michele,Manhattan,Upper East Side,40.77526,-73.95075,True,strict,Entire home/apt,2017.0,439.0,88.0,5.0,26.0,2019-05-18 00:00:00,0.55,1.0,1.0,20.0,527.0
5391016,Beautiful 1 BR by Prospect Park,25993015002,verified,Shante,Brooklyn,Prospect-Lefferts Gardens,40.6566,-73.96148,True,moderate,Entire home/apt,2007.0,328.0,66.0,5.0,9.0,2018-04-18 00:00:00,0.19,1.0,1.0,283.0,394.0
5391569,Chic 2bed-2bath Manhattan Dream,3934319744,unconfirmed,Florence,Manhattan,Harlem,40.81128,-73.94647,False,moderate,Entire home/apt,2014.0,553.0,111.0,30.0,104.0,2019-06-30 00:00:00,2.07,5.0,4.0,70.0,664.0
5392121,Studio Apt East Harlem,46880242825,verified,Willa,Manhattan,East Harlem,40.79842,-73.93549,True,strict,Entire home/apt,2021.0,459.0,92.0,3.0,138.0,2019-02-07 00:00:00,2.74,1.0,1.0,397.0,551.0
5392673,Cute Studio close to subway for monthly rental,44782233387,unconfirmed,Ayal,Brooklyn,Crown Heights,40.67757,-73.94886,False,moderate,Entire home/apt,2015.0,1019.0,204.0,30.0,101.0,2019-08-06 00:00:00,2.06,5.0,1.0,167.0,1223.0
5393226,Nice cozy studio apt close to all,78845178465,unconfirmed,Sopchok,Queens,Jackson Heights,40.74898,-73.88638,True,flexible,Entire home/apt,2021.0,628.0,126.0,1.0,51.0,2019-01-07 00:00:00,1.03,3.0,1.0,14.0,754.0
5393778,2 Bed/2 Bath - Driveway & Backyard!,55481255883,unconfirmed,Rajesh,Brooklyn,East Flatbush,40.64685,-73.95,True,moderate,Entire home/apt,2004.0,751.0,150.0,30.0,1.0,2015-08-25 00:00:00,0.02,2.0,1.0,161.0,901.0
5394330,Bright Room w/ Private Bathroom and Roof Deck,76039974198,verified,Zachary,Brooklyn,Bedford-Stuyvesant,40.68582,-73.94231,False,moderate,Private room,2013.0,167.0,33.0,1.0,19.0,2019-05-26 00:00:00,0.7,5.0,1.0,174.0,200.0
5394883,Ideal Greenpoint Location,95940739073,verified,Edward,Brooklyn,Greenpoint,40.72123,-73.95357,False,flexible,Entire home/apt,2016.0,876.0,175.0,7.0,6.0,2018-08-05 00:00:00,0.12,4.0,1.0,373.0,1051.0
5395435,One Bedroom Available (May 1-May 6),72359171490,verified,Sonya,Manhattan,Harlem,40.8251,-73.93899,True,strict,Private room,2019.0,936.0,187.0,1.0,0.0,Unknown,0.0,2.0,1.0,173.0,1123.0
5395987,Studio Apartment/ 3 blocks from Central park,92455826866,verified,Tatiana,Manhattan,Upper East Side,40.77724,-73.95883,True,moderate,Entire home/apt,2014.0,309.0,62.0,3.0,3.0,2016-06-14 00:00:00,0.06,4.0,1.0,33.0,371.0
5396539,Hell's Kitchen 1 Bedroom,42357985105,unconfirmed,Danielle,Manhattan,Hell's Kitchen,40.76378,-73.98847,True,flexible,Entire home/apt,2011.0,263.0,53.0,6.0,24.0,2019-05-20 00:00:00,0.7,5.0,1.0,95.0,316.0
5397092,Beautiful HUGE Studio.. 52ST 3AVE.,85940921809,unconfirmed,Mike,Manhattan,Midtown,40.75621,-73.96802,False,strict,Entire home/apt,2020.0,901.0,180.0,30.0,4.0,2018-03-12 00:00:00,0.12,5.0,52.0,249.0,1081.0
5397644,Beautiful Brownstone in Greenpoint,68173175696,verified,Andrea,Brooklyn,Greenpoint,40.72987,-73.95296,True,moderate,Entire home/apt,2018.0,334.0,67.0,5.0,11.0,2018-08-25 00:00:00,0.23,2.0,1.0,382.0,401.0
5398196,Private Room in a Shared Apt by Columbia Univ,95949708014,unconfirmed,Barbi,Manhattan,Harlem,40.80226,-73.94976,True,flexible,Private room,2018.0,519.0,104.0,3.0,65.0,2019-06-22 00:00:00,1.28,2.0,1.0,34.0,623.0
5398749,Large Park Slope Alcove Studio,24418197224,unconfirmed,Michelle,Brooklyn,Gowanus,40.67743,-73.98464,True,flexible,Entire home/apt,2018.0,526.0,105.0,2.0,0.0,Unknown,0.0,5.0,2.0,372.0,631.0
5399301,Beautiful Apartment in SoHo,69719338591,verified,Liza,Manhattan,Nolita,40.72191,-73.99587,True,strict,Private room,2022.0,869.0,174.0,1.0,1.0,2015-05-19 00:00:00,0.02,5.0,1.0,387.0,1043.0
5399853,"Ideal ""Hotel Style"" Bedroom in LES",43221137907,verified,Chris,Manhattan,Lower East Side,40.71974,-73.98549,True,moderate,Private room,2022.0,596.0,119.0,3.0,19.0,2019-01-01 00:00:00,0.41,3.0,1.0,94.0,715.0
5400406,Cozy studio near Grand Central,14204244512,unconfirmed,An,Manhattan,Midtown,40.75102,-73.97447,False,flexible,Entire home/apt,2004.0,225.0,45.0,1.0,0.0,Unknown,0.0,1.0,1.0,134.0,270.0
5400958,Beautiful Apartment close to Metro Line.,51352634845,unconfirmed,Luiz,Brooklyn,Williamsburg,40.71482,-73.93863,False,strict,Entire home/apt,2020.0,953.0,191.0,30.0,1.0,2017-12-31 00:00:00,0.05,4.0,1.0,159.0,1144.0
5401510,Large room in beautiful Park Slope,44855186798,unconfirmed,Tim,Brooklyn,Gowanus,40.66928,-73.99019,True,moderate,Private room,2013.0,1066.0,213.0,5.0,0.0,Unknown,0.0,3.0,1.0,361.0,1279.0
5402062,The Manhattan Club studio New York,3813242707,verified,Brooke,Manhattan,Midtown,40.76365,-73.98057,True,strict,Entire home/apt,2003.0,63.0,13.0,2.0,8.0,2015-12-14 00:00:00,0.16,3.0,1.0,279.0,76.0
5402615,Chic calm in the heart of Soho,95547335136,verified,Robert,Manhattan,SoHo,40.72337,-73.99724,False,moderate,Entire home/apt,2005.0,876.0,175.0,2.0,60.0,2019-06-24 00:00:00,1.18,5.0,1.0,382.0,1051.0
5403167,Charming Bedroom in Greenwich,20193199593,unconfirmed,Jessica,Manhattan,Greenwich Village,40.72923,-73.99949,False,strict,Private room,2018.0,92.0,18.0,1.0,3.0,2016-01-31 00:00:00,0.06,4.0,3.0,394.0,110.0
5403719,Amazing 2 Bedroom Chelsea,5348958404,verified,Dimitri,Manhattan,Chelsea,40.74089,-74.00181,True,strict,Entire home/apt,2014.0,273.0,55.0,2.0,28.0,2019-05-26 00:00:00,0.56,2.0,1.0,66.0,328.0
5404272,"LOCATION, LOCATION, LOCATION -NYC!!",42906127354,verified,Dawn,Manhattan,Chelsea,40.75054,-73.99683,False,moderate,Entire home/apt,2003.0,534.0,107.0,14.0,1.0,2015-05-20 00:00:00,0.02,2.0,1.0,100.0,641.0
5404824,Large modern 1BR w/ Balcony!,90895361780,unconfirmed,Mary,Manhattan,Upper East Side,40.777,-73.95253,True,flexible,Entire home/apt,2013.0,63.0,13.0,1.0,0.0,Unknown,0.0,2.0,1.0,-3.0,76.0
5405376,Moma Casanova. New Additions!,88441716254,verified,Ester,Queens,Sunnyside,40.74315,-73.91733,True,strict,Private room,2004.0,430.0,86.0,3.0,113.0,2019-01-07 00:00:00,2.23,1.0,1.0,61.0,516.0
5405929,BIG SUNNY ROOM IN CROWN HEIGHTS,48224525887,unconfirmed,Ali,Brooklyn,Crown Heights,40.67331,-73.95863,False,flexible,Private room,2016.0,931.0,186.0,1.0,1.0,2015-05-15 00:00:00,0.02,1.0,1.0,215.0,1117.0
